,equity
2024-10-16,499440.9413036562
2024-10-17,494772.0831670997
2024-10-18,500688.055526841
2024-10-21,498273.79678571475
2024-10-22,500881.98254171904
2024-10-23,501408.8121932795
2024-10-24,496873.31292049214
2024-10-25,495062.724573841
2024-10-28,494818.9748300103
2024-10-29,493255.74704930984
2024-10-30,488548.0235571391
2024-10-31,484059.885186783
2024-11-01,480918.74348587514
2024-11-04,488757.14415030804
2024-11-05,501484.9965392208
2024-11-06,495393.47404434416
2024-11-07,503959.8507708752
2024-11-08,501930.29500724416
2024-11-11,501418.6894838397
2024-11-12,495781.1037512072
2024-11-13,500284.6985265244
2024-11-14,492416.80059000594
2024-11-15,482491.404813679
2024-11-18,478469.7874387341
2024-11-19,481680.89267684927
2024-11-20,484660.48454607755
2024-11-21,485116.2873100832
2024-11-22,469976.05587433913
2024-11-25,466342.2918702082
2024-11-26,466424.1595764166
2024-11-27,475532.5305424152
2024-11-28,471199.78745286167
2024-11-29,477269.9187251964
2024-12-02,481320.6431558727
2024-12-03,480498.28877127735
2024-12-04,475084.93946762814
2024-12-05,475554.97389196104
2024-12-06,482229.22298453085
2024-12-09,479216.64226278383
